Date,ada_close,ada_high,ada_low,ada_open,ada_volume,atom_close,atom_high,atom_low,atom_open,atom_volume,avax_close,avax_high,avax_low,avax_open,avax_volume,axs_close,axs_high,axs_low,axs_open,axs_volume,btc_close,btc_high,btc_low,btc_open,btc_volume,eth_close,eth_high,eth_low,eth_open,eth_volume,link_close,link_high,link_low,link_open,link_volume,luna1_close,luna1_high,luna1_low,luna1_open,luna1_volume,matic_close,matic_high,matic_low,matic_open,matic_volume,sol_close,sol_high,sol_low,sol_open,sol_volume,gold_open,gold_high,gold_low,gold_close,gold_volume,spy_open,spy_high,spy_low,spy_close,spy_volume,vix_open,vix_high,vix_low,vix_close,ada_volume_obv,ada_momentum_rsi,ada_trend_macd,ada_volatility_atr,atom_volume_obv,atom_momentum_rsi,atom_trend_macd,atom_volatility_atr,avax_volume_obv,avax_momentum_rsi,avax_trend_macd,avax_volatility_atr,axs_volume_obv,axs_momentum_rsi,axs_trend_macd,axs_volatility_atr,btc_volume_obv,btc_momentum_rsi,btc_trend_macd,btc_volatility_atr,eth_volume_obv,eth_momentum_rsi,eth_trend_macd,eth_volatility_atr,link_volume_obv,link_momentum_rsi,link_trend_macd,link_volatility_atr,luna1_volume_obv,luna1_momentum_rsi,luna1_trend_macd,luna1_volatility_atr,matic_volume_obv,matic_momentum_rsi,matic_trend_macd,matic_volatility_atr,sol_volume_obv,sol_momentum_rsi,sol_trend_macd,sol_volatility_atr
2021-01-01,0.1753499954938888,0.1842460036277771,0.1720219999551773,0.1813820004463195,1122218004.0,5.868556022644043,6.506998062133789,5.652400970458984,6.490296840667725,492387732.0,3.664823055267334,3.873537063598633,3.054542064666748,3.1535348892211914,81260736.0,0.5926390290260315,0.6209329962730408,0.5149880051612854,0.5384389758110046,7427284.0,29374.15234375,29600.626953125,28803.5859375,28994.009765625,40730301359,730.3675537109375,749.2018432617188,719.792236328125,737.7083740234375,13652004358.0,11.872554779052734,12.386067390441896,11.118653297424316,11.266761779785156,1376173841.0,0.6494429707527161,0.671330988407135,0.6337000131607056,0.652895987033844,16190074.0,0.0178120005875825,0.0187740009278059,0.0174540001899003,0.0176330003887414,9798566.0,1.842084050178528,1.8596559762954712,1.5020380020141602,1.5097750425338743,25722549.0,1897.0,1901.300048828125,1892.699951171875,1893.0999755859375,127.0,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,78520700.0,22.989999771118164,23.25,21.239999771118164,22.75,20156181534.0,57.10437469218704,0.008430196463517836,0.015316876851415287,4138542338.0,57.846983598209356,0.1552051066991993,0.5470683261170753,15954196.0,62.236123205897485,-0.0774280648333967,0.3205514028592892,161151069.0,50.862973293914,0.0049662962199760186,0.08937886424021887,2107053137195,83.4734368088306,2523.873120072669,1283.6843569199127,793488735036.0,65.95367398616182,43.03160515863112,40.769214933190284,21570031111.0,47.313302116998074,-0.36312583629847595,1.2948620197653837,246125729.0,68.33438606542578,0.05399337765724144,0.0513689481930227,2036519079.0,47.984857513123025,-0.0001440085842953319,0.0015355056327864126,255658268.0,57.38595018583051,-0.05073770363782115,0.19127685714623993
2021-01-02,0.1774230003356933,0.1842530071735382,0.1692329943180084,0.1753589957952499,1408849504.0,5.414612770080566,5.882211208343506,5.3191399574279785,5.869281768798828,599846982.0,3.4949400424957275,3.937006950378418,3.299263000488281,3.6621639728546143,50081958.0,0.5413209795951843,0.6199809908866882,0.5321329832077026,0.5930759906768799,8697336.0,32127.267578125,33155.1171875,29091.181640625,29376.455078125,67865420765,774.5349731445312,786.7984619140625,718.1094970703125,730.4026489257812,19740771179.0,12.220136642456056,12.363890647888184,11.520288467407228,11.87341022491455,1562557417.0,0.6314259767532349,0.6498180031776428,0.6193720102310181,0.6493750214576721,19299747.0,0.0190430004149675,0.0196000002324581,0.0173310004174709,0.0178120005875825,17374970.0,1.799275040626526,1.98929500579834,1.7214820384979248,1.845585942268372,31671064.0,1897.0,1901.300048828125,1892.699951171875,1893.0999755859375,127.0,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,78520700.0,22.989999771118164,23.25,21.239999771118164,22.75,21565031038.0,57.96385561197398,0.008405939257183859,0.01528719045182674,3538695356.0,51.61450583056341,0.1418266727431554,0.5486686185969205,-34127762.0,56.86115000414889,-0.04341047217307281,0.35227065756237397,152453733.0,46.51382228942298,0.0007113852544137211,0.08922577858409556,2174918557960,87.57059336102046,2790.0616155066527,1561.7094759154213,813229506215.0,70.72266593404727,46.635055060752165,43.56118992424625,23132588528.0,49.73212739581633,-0.30919369147133935,1.249736035836941,226825982.0,64.66176371732567,0.053286004243279894,0.0492766526683829,2053894049.0,53.34408224171435,-5.799364809409846e-05,0.0016088550510064913,223987204.0,55.83214246202054,-0.027802824342869847,0.19893046816165746
2021-01-03,0.2049950063228607,0.2086790055036544,0.1733759939670562,0.177382007241249,2303857909.0,5.813898086547852,5.900644779205322,5.301712989807129,5.4163007736206055,525732596.0,3.472944021224976,3.826090097427368,3.3968420028686523,3.494292020797729,36997985.0,0.5681880116462708,0.5753880143165588,0.5229719877243042,0.5413910150527954,6473190.0,32782.0234375,34608.55859375,32052.31640625,32129.408203125,78665235202,975.5076904296876,1006.5650024414062,771.5616455078125,774.5118408203125,45200463368.0,13.650172233581545,13.977095603942873,11.88365364074707,12.22336483001709,2298964833.0,0.6618949770927429,0.6804389953613281,0.6278780102729797,0.6315910220146179,32764781.0,0.0199749991297721,0.0205700006335973,0.0189100001007318,0.0190529990941286,17908526.0,2.1617519855499268,2.364980936050415,1.7999019622802734,1.7999019622802734,55073422.0,1897.0,1901.300048828125,1892.699951171875,1893.0999755859375,127.0,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,78520700.0,22.989999771118164,23.25,21.239999771118164,22.75,23868888947.0,67.33778371473505,0.010490616404961989,0.017288772560303887,4064427952.0,56.09532338029674,0.16158055545597438,0.5536949356770478,-71125747.0,56.184553783586786,-0.01801847423945313,0.3599684012620082,158926923.0,48.97379477814295,-0.0004871023783978856,0.08554480338491147,2253583793162,88.31268003273206,3019.0495181984443,1661.1627470738792,858429969583.0,82.63913285387616,64.95882881238936,62.705406625181,25431553361.0,58.22889768709376,-0.14933867396461054,1.3341066285728271,259590763.0,67.81231975811853,0.0545551219176208,0.049605085910379446,2071802575.0,56.95975345410229,8.440534353622645e-05,0.0016139695991923921,279060626.0,64.57787517560998,0.019398479250686496,0.23560801088788058
2021-01-04,0.2247619926929474,0.2396609932184219,0.1944500058889389,0.2052360028028488,3260699086.0,5.996769905090332,6.262625217437744,5.365685939788818,5.817338943481445,627610837.0,3.590243101119995,3.8319599628448486,3.250401973724365,3.473519086837769,39414734.0,0.5602149963378906,0.6157659888267517,0.5182049870491028,0.5662059783935547,6735382.0,31971.9140625,33440.21875,28722.755859375,32810.94921875,81163475344,1040.2330322265625,1153.189208984375,912.3053588867188,977.058837890625,56945985763.0,13.571063041687012,15.575632095336914,12.597853660583496,13.666396141052246,2926793268.0,0.6702439785003662,0.7217490077018738,0.6384609937667847,0.6618459820747375,51922005.0,0.0246140006929636,0.0248310007154941,0.0197630003094673,0.0199999995529651,44212481.0,2.4850969314575195,2.4850969314575195,1.8763420581817627,2.16241192817688,59955405.0,1912.199951171875,1945.0999755859375,1912.199951171875,1944.699951171875,154.0,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,110210800.0,23.040000915527344,29.190000534057617,22.559999465942383,26.969999313354492,27129588033.0,72.13523817034812,0.013581212896077527,0.0200809940372218,4692038789.0,58.01312533082546,0.18980393563657394,0.5880193698742355,-31711013.0,58.987201372628796,0.011438071531953753,0.38212736004785575,152191541.0,48.26437553183766,-0.002056561404449875,0.08674642322418522,2172420317818,81.80490505547935,3099.426762265248,1966.792761428991,915375955346.0,84.78676323563631,83.73806538436406,80.52325097242853,22504760093.0,57.648380254161815,-0.028704978417142257,1.4984738091908862,311512768.0,68.63743558419463,0.055593751297070115,0.05297337871285042,2116015056.0,69.59165778029953,0.0005650724235748521,0.0019593726798758327,339016031.0,70.23905506151424,0.0819523910929596,0.27292269712666817
2021-01-05,0.2583140134811401,0.2648859918117523,0.2084539979696273,0.2248169928789138,4097207384.0,6.216815948486328,6.36860990524292,5.668766021728516,6.002380847930908,609572486.0,4.237411975860596,4.343222141265869,3.485491991043091,3.590670108795166,69735075.0,0.557578980922699,0.5876129865646362,0.5220950245857239,0.5595930218696594,5470508.0,33992.4296875,34437.58984375,30221.1875,31977.041015625,67547324782,1100.006103515625,1129.3714599609375,986.811279296875,1041.498779296875,41535932781.0,14.539868354797363,14.901026725769045,13.174111366271973,13.569751739501951,2435517090.0,0.7166739702224731,0.7208439707756042,0.6505460143089294,0.6700819730758667,43799821.0,0.0244670007377862,0.0270249992609024,0.0236799996346235,0.0246750004589557,58583192.0,2.157217025756836,2.5026159286499023,2.077742099761963,2.4909820556640625,50555207.0,1941.699951171875,1952.699951171875,1941.300048828125,1952.699951171875,113.0,368.1000061035156,372.5,368.04998779296875,371.3299865722656,66426200.0,26.940000534057617,28.600000381469727,24.799999237060547,25.34000015258789,31226795417.0,78.0331245366096,0.018524363225256635,0.023716094017712123,5301611275.0,60.262417540591706,0.22730679324969838,0.5992018212382524,38024062.0,70.2818122861555,0.08601222051698443,0.429687639065348,146721033.0,48.016723575405635,-0.0034730383792984654,0.08462357709965793,2239967642600,84.81122645829274,3288.2600174484724,2191.753719661092,956911888127.0,86.4533773698523,102.26508473436218,86.72694394159193,24940277183.0,62.56982688857239,0.14341933769770954,1.5213179642215047,355312589.0,72.81150079350111,0.05947776224401968,0.054705836488232865,2057431864.0,68.90157593926439,0.000923497376769597,0.00209793537451614,288460824.0,59.801928637555186,0.10387227380701702,0.2881178103027953
2021-01-06,0.3318980038166046,0.3462980091571808,0.2562249898910522,0.2585490047931671,6170988900.0,6.680487155914307,6.945248126983643,5.885262966156006,6.2171831130981445,773764043.0,4.620357036590576,4.9713239669799805,4.155298233032227,4.233969211578369,77632627.0,0.5989019870758057,0.6290199756622314,0.5371289849281311,0.5570260286331177,8111880.0,36824.36328125,36879.69921875,33514.03515625,34013.61328125,75289433811,1207.1121826171875,1209.4285888671875,1064.2333984375,1101.0050048828125,44699914188.0,17.155256271362305,17.223899841308594,14.177452087402344,14.550183296203612,3654880010.0,0.7161769866943359,0.7215200066566467,0.703236997127533,0.7169619798660278,17479500.0,0.0351350009441375,0.0365319997072219,0.0240139998495578,0.0244679991155862,153415534.0,1.929216980934143,2.185892105102539,1.9075850248336792,2.159626007080078,50263975.0,1952.0,1959.9000244140625,1901.5,1906.9000244140625,331.0,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,107997700.0,25.479999542236328,26.770000457763672,22.139999389648438,25.06999969482422,37397784317.0,85.35452164231269,0.028056045894818527,0.03035178654255377,6075375318.0,64.56956784766709,0.2910869997414176,0.6452801551971908,115656689.0,74.71849460801477,0.1740073880077393,0.46832144855358865,154832913.0,52.16079885726218,-0.0012468128587264093,0.08535031846310218,2315257076411,87.84309094381395,3624.642483917396,2309.1447539449828,1001611802315.0,88.81739025043035,124.1592163501906,92.57376859040149,28595157193.0,72.02187048649765,0.4852750962293655,1.6738309431899794,337833089.0,72.69996610887513,0.06180333609771538,0.05106355379232095,2210847398.0,82.4796239006868,0.0020447990246308875,0.0031399418228309356,238196849.0,53.81368042730342,0.10167420371044233,0.28713673729940176
2021-01-07,0.2999800145626068,0.3533439934253692,0.2832159996032715,0.3322719931602478,5149188552.0,6.275020122528076,6.844098091125488,6.142850875854492,6.68191385269165,649595017.0,4.4766130447387695,4.808977127075195,4.347032070159912,4.605810165405273,53715138.0,0.6062750220298767,0.7167490124702454,0.5945079922676086,0.6006240248680115,13050516.0,39371.04296875,40180.3671875,36491.19140625,36833.875,84762141031,1225.6781005859375,1282.57958984375,1167.443115234375,1208.078369140625,40468027280.0,16.031967163085938,17.34910011291504,15.225082397460938,17.1586856842041,2848054681.0,0.8590080142021179,0.9543110132217408,0.7120040059089661,0.7157899737358093,73383665.0,0.032999001443386,0.0393990017473697,0.0321549996733665,0.0353120006620883,105163771.0,2.3727450370788574,2.611830949783325,1.9330430030822756,1.9365860223770144,159870278.0,1922.5999755859375,1926.699951171875,1912.0,1912.300048828125,122.0,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,68766800.0,23.670000076293945,23.90999984741211,22.25,22.3700008392334,32248595765.0,73.85585513033459,0.03265799703851743,0.034329407270508164,5425780301.0,58.58909553955742,0.3053950676942465,0.6508768612045713,61941551.0,70.46590976157776,0.22949972343815483,0.4676838093897581,167883429.0,52.88254566865789,0.001099751951262773,0.08903938863705563,2400019217442,89.81247990632258,4050.0374685136485,2447.1478566754845,1042079829595.0,89.17018871324726,141.37886031622213,94.83003919229884,25747102512.0,64.48947925906467,0.6579734956013024,1.7188496204163919,411216754.0,81.48027429566626,0.07431498349256827,0.07018789914436634,2105683627.0,75.3826505330471,0.0027296160361473774,0.003550347847948162,398067127.0,61.82241505169767,0.13417454411116103,0.3266844604543798
2021-01-08,0.3055970072746277,0.3201909959316253,0.2664760053157806,0.3003869950771332,4560690774.0,5.95144510269165,6.334376811981201,5.710971832275391,6.274356842041016,638646886.0,5.797110080718994,5.813028812408447,4.054746150970459,4.475872039794922,100707264.0,0.5928620100021362,0.6403629779815674,0.5408679842948914,0.604682981967926,8001181.0,40797.609375,41946.73828125,36838.63671875,39381.765625,88107519480,1224.1971435546875,1273.8275146484375,1076.08154296875,1225.9678955078125,44334826666.0,15.288084983825684,16.152416229248047,14.26329231262207,16.019023895263672,2749568572.0,0.8525720238685608,0.8966619968414307,0.8298900127410889,0.8597970008850098,33812936.0,0.0317390002310276,0.0345689989626407,0.0279070008546113,0.0330090001225471,61246036.0,3.219887018203736,3.779320001602173,2.180928945541382,2.3687400817871094,206412154.0,1908.0,1908.0,1834.0999755859375,1834.0999755859375,60.0,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,71677200.0,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383,36809286539.0,74.5067329335202,0.036339422600624866,0.03626796560504182,4787133415.0,54.2692746409432,0.287312554477241,0.6481296730546953,162648815.0,81.10499514924388,0.3757000378457276,0.5967436945945812,159882248.0,51.364350990826516,0.0018557120030155971,0.09008494914201767,2488126736922,90.7194336989379,4450.970033370955,2713.2432272579363,997745002929.0,88.92917680498957,153.14074023792818,105.12163244103772,22997533940.0,60.01324436376409,0.7264392073551225,1.7358770500373502,377403818.0,80.22814030538399,0.08275724950474683,0.06984630763996388,2044437591.0,71.47568713828149,0.0031345339281029644,0.003861512873956286,604479281.0,71.85940711516606,0.2256869968326698,0.45385512001502093
2021-01-09,0.3329730033874511,0.338595986366272,0.2966940104961395,0.3056110143661499,3655608662.0,6.539395809173584,6.722991943359375,5.838376998901367,5.949986934661865,687660265.0,7.218531131744385,7.459084987640381,5.621013164520264,5.766707897186279,162227415.0,0.6045029759407043,0.6362670063972473,0.5611569881439209,0.5932809710502625,6356061.0,40254.546875,41436.3515625,38980.875,40788.640625,61984162837,1281.0772705078125,1303.871826171875,1182.2703857421875,1223.740478515625,33233105361.0,17.607513427734375,17.90487289428711,15.064793586730955,15.279501914978027,2622916177.0,0.8190150260925293,0.8531240224838257,0.8163390159606934,0.8522340059280396,18158220.0,0.0335129983723163,0.0346949994564056,0.0309319999068975,0.0316970013082027,79019168.0,3.385381937026977,3.662787914276123,2.938307046890259,3.223541021347046,91906875.0,1908.0,1908.0,1834.0999755859375,1834.0999755859375,60.0,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,71677200.0,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383,40464895201.0,77.45295456146798,0.04099344604887584,0.036831366631550885,5474793680.0,60.035295011646845,0.31677317678182426,0.6717782001950265,324876230.0,86.67104231237252,0.5993526752799454,0.7208765074471348,166238309.0,52.635269116013205,0.0033554647451805586,0.08858745605314855,2426142574085,87.52501824619051,4671.046458448669,2687.4665607821426,1030978108290.0,90.04238623107585,165.1481407285405,106.7696132399027,25620450117.0,67.57137000938387,0.9568275558802579,1.8462972757892306,359245598.0,73.855308742409,0.0857515464209897,0.06654017752828073,2123456759.0,73.55392851419867,0.0035575716276227826,0.003851661541511467,696386156.0,73.3343025107653,0.30801472970484944,0.4809176947521053
2021-01-10,0.3048950135707855,0.340393990278244,0.2845560014247894,0.3329609930515289,3732911206.0,6.430041790008545,7.143159866333008,6.002222061157227,6.5419921875,779660148.0,6.586495876312256,7.501711845397949,6.191731929779053,7.21622896194458,96243972.0,0.5751479864120483,0.657463014125824,0.5343130230903625,0.6044660210609436,6518361.0,38356.44140625,41420.19140625,35984.62890625,40254.21875,79980747690,1262.2467041015625,1347.9261474609375,1194.715576171875,1280.87109375,40616938053.0,16.2474308013916,18.44547271728516,15.615169525146484,17.598928451538086,3058197027.0,0.8470690250396729,0.8900439739227295,0.8166570067405701,0.8190770149230957,30493281.0,0.0304109994322061,0.0345139987766742,0.0279190000146627,0.0335819981992244,52646300.0,3.466110944747925,3.733551025390625,3.196234941482544,3.390026092529297,62766977.0,1908.0,1908.0,1834.0999755859375,1834.0999755859375,60.0,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,71677200.0,22.43000030517578,23.34000015258789,21.420000076293945,21.559999465942383,36731983995.0,68.6852811743338,0.04193275929447951,0.03873202885374126,4695133532.0,58.55645439181811,0.3275215126508044,0.718694160693102,228632258.0,75.9566202292774,0.7173301038873259,0.779786848264311,159719948.0,49.147543821326394,0.002150537219004711,0.09204370955137983,2346161826395,77.28206907294307,4638.823888470248,2962.2761547039286,990361170237.0,86.92611853616954,171.171464696145,111.41370904481869,22562253090.0,60.36595482191967,1.0179306102486159,1.9446978674241753,389738879.0,75.6002749004468,0.08935820578510034,0.0672248564936686,2070810459.0,64.67985537370737,0.003601016386979978,0.00412599526356147,759153133.0,74.04882297286768,0.3754462961926457,0.4865575336677028
